C:\Users\impar\Pictures\Datasets\Top Rated Tv series.csvorigin_country,original_name,overview,popularity,first_air_date,vote_average,vote_count
['KR'],로봇이 아니야,"Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor.",131.055,2017-12-06,8.307,776
['JP'],精霊幻想記,"His past life and current life are intersecting--a boy with memories of two lives faces his destiny! After his mother was killed at an early age, the orphaned Rio fought his hardest to survive in the slums. One day, he awakens to the memories of Haruto Amakwa, who died in an accident while dreaming of being reunited with his childhood friend, and Rio realizing he has reincarnated in a world of swords and sorcery.",18.08,2021-07-06,8.306,217
['JP'],プランダラ,"In a post-apocalyptic world dominated by the so-called ""Numbers,"" each human will have their identity branded with their own ""Count,"" which could define any number related to their life. May it be one's walked distance or amount of compliments given to them by others, this Count could lead them to the abyss when it has dropped to zero. In the year 305 of the Alcian calendar, Hina has inherited a mission from her Mother, whose Count has depreciated to zero, to search for the Legendary Red Baron. In her adventure, she meets a half-masked swordsman named Licht who tries to hide his identity, as he is known as a degenerate for having an incredibly low Count.",9.662500000000001,2020-01-09,8.307,753
['JP'],アカメが斬る！,"Young Tatsumi travels to the capital of the Empire in order to earn money for his starving people and encounters a world of unimaginable depravity, dominated by the ruthless Prime Minister who controls the child Emperor. Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating corruption by mercilessly killing officials and privileged nobles.",38.807500000000005,2014-07-07,8.305,1072
['JP'],東京喰種トーキョーグール,"Ken Kaneki, a bookworm college student, meets Rize, a girl his own age with whom he shares many interests.",60.85,2014-07-04,8.3,2333
['US'],Euphoria,"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",116.77000000000001,2019-06-16,8.302,9969
['US'],Power Book II: Ghost,"Picking up just days after the “Power” finale, this sequel series follows Tariq navigating his new life, in which his desire to shed his father’s legacy comes up against the mounting pressure to save his family.",26.822499999999998,2020-09-06,8.299,323
['US'],Fargo,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",94.345,2014-04-15,8.3,2812
['JP'],BNA ビー・エヌ・エー,"Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City.",6.1025,2020-04-09,8.3,397
['KR'],더 킹 : 영원의 군주,Korean emperor Lee Gon tries to close the doors to a parallel world which was opened by demons; a detective tries to protect the people and the one she loves.,26.925,2020-04-17,8.296,853
"['JP', 'JM', 'CA']",爆丸バトルブローラーズ,Centers on the lives of creatures called Bakugan and the battle brawlers who possess them.,87.0575,2007-04-05,8.3,366
['US'],Supernatural,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",323.015,2005-09-13,8.296,7759
['JP'],サムライチャンプルー,"Break-dancing but fierce warrior Mugen has to deal with the cold-blooded and conceited Jin, a samurai who believes he is above all. These sworn enemies are brought together by Fuu for a special task.",25.595,2004-05-20,8.296,673
['JP'],幼女戦記,"On the front lines of the war, Tanya Degurechaff, blond hair, blue eyes, and porcelain white skin, commands her squad with lisping voice. Actually, she is one of Japan's most elite salary men, reborn as a little girl into a world of magical warfare after angering a mysterious being who calls himself God.",10.835,2017-01-06,8.293,372
['JP'],やはり俺の青春ラブコメはまちがっている。,"So exactly what’s going to happen when Hachiman Hikigaya, an isolated high school student with no friends, no interest in making any and a belief that everyone else’s supposedly great high school experiences are either delusions or outright lies, is coerced by a well meaning faculty member into joining the one member “Volunteer Services Club” run by Yukino Yukinoshita, who’s smart, attractive and generally considers everyone in her school to be her complete inferior?",13.695,2013-04-05,8.3,523
['US'],Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",83.2875,2015-11-17,8.3,1175
['ES'],Física o química,"It tells the stories of a group of teachers and students from a central fictional school in Madrid. Under the gaze of some new teachers, newcomers to the center, we will know the passions, interests, aspirations and dreams of a group of rebellious teenagers who are in their last years of high school.",15.1275,2008-02-04,8.3,292
['US'],True Detective,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",77.9225,2014-01-12,8.291,3579
['US'],POSE,"A dance musical that explores the juxtaposition of several segments of 1980s life and society in New York: the ball culture world, the rise of the luxury Trump-era universe and the downtown social and literary scene.",16.9725,2018-06-03,8.3,549
['GB'],Black Mirror,"Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",74.4675,2011-12-04,8.288,5273
['JP'],べるぜバブ,"Violent delinquent Oga encounters a baby one day, which crawls onto his back and immediately forms an attachment to him. Though he doesn't know it yet, this baby is named Kaiser de Emperana Beelzebub IV, or ""Baby Beel"" for short—the son of the Demon Lord!",14.8875,2011-01-09,8.3,245
['GB'],Fleabag,"A portrait into the mind of a dry-witted, sexual, angry, porn-watching, grief-riddled woman, trying to make sense of the world. As she hurls herself headlong at modern living, Fleabag is thrown roughly up against the walls of contemporary London, with all its frenetic energy, late nights, and bright lights.",16.1775,2016-07-21,8.3,1531
['KR'],지금 우리 학교는,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,64.5375,2022-01-28,8.3,4008
['CO'],Cumbia Ninja,"In a major slum called La Colina, young idealist Hache and his friends will confront the drug dealers who control the neighborhood. They will succeed with the help of music, an old Chinese ninja master and a mythical character who also lives in La Colina. Simultaneously, Juana will find shelter there as she runs away from her family's assassins.",13.475000000000001,2013-09-05,8.286,302
